image_path,xmin,ymin,xmax,ymax,label
database_batch_1.tif,0.046181237734518425,0.04456323104244459,1.092955959716936,1.7825292416977838,Lemon
database_batch_1.tif,3.094142928212734,2.6386733416006667e-17,6.326830140442082,1.5745674968330423,Lemon
database_batch_1.tif,8.451166505416868,0.0,11.683856286304982,1.247770469188447,Lemon
database_batch_1.tif,1.8318557634692307,5.481277418220685,3.6329240351154493,7.100408146096171,Lemon
database_batch_1.tif,5.865017192283839,3.3125335074883813,10.498534711647189,7.709438970342913,Lemon
database_batch_1.tif,11.791609368213704,3.4610776109631964,14.131458746762638,5.852637676907723,Lemon
database_batch_1.tif,17.13323919950634,3.475932021310678,19.27296988120569,5.303024494050907,Lemon
database_batch_1.tif,15.270595944214094,8.897791798141437,17.59505157685152,11.512168019298187,Lemon
database_batch_1.tif,20.15725533522775,8.264004555175596,22.404743522637027,10.447602323717195,Lemon
database_batch_1.tif,13.30018490857686,3.958010012401e-17,15.501497280975677,0.8912635157725144,Lemon
database_batch_1.tif,4.71048624892088,9.52167703273566,7.358210545699935,11.824110636595298,Lemon
database_batch_1.tif,0.0,10.417455459460719,2.1861875227142513,13.157747024797347,Lemon
database_batch_1.tif,2.9524758239637356,15.615309692238863,5.206274162867351,17.964130648731615,Lemon
database_batch_1.tif,1.3072030365640968,21.378620372522004,3.493387425300603,23.64044796025577,Lemon
database_batch_1.tif,6.3331733323191575,21.030646897486044,9.172959239337713,24.227653199378956,Lemon
database_batch_1.tif,21.050476485359766,18.986302731649758,24.025490292712533,21.770090531937463,Lemon
database_batch_1.tif,13.026954398862895,15.289084559392647,15.303290721155546,17.376925409608425,Lemon
database_batch_1.tif,18.413532428842533,14.636634293700212,20.329261016910607,16.50699172201852,Lemon
database_batch_1.tif,23.371888774430488,13.897190659248789,25.558073163166995,15.91978648289533,Lemon
database_batch_1.tif,29.209226472190846,13.440475473264089,30.471353541976875,14.7671243468387,Lemon
database_batch_1.tif,26.00883283094772,8.220873347724636,27.766795535292538,10.156475802612183,Lemon
database_batch_1.tif,30.74180934264531,7.655416450791195,32.589923980546274,9.286542115022275,Lemon
database_batch_1.tif,27.225883933955668,19.22553449573698,28.983846638300488,21.161136950624527,Lemon
database_batch_1.tif,16.79079762483193,20.94365352872705,18.233228561730243,22.22680571792217,Lemon
database_batch_1.tif,11.652137412131689,21.030646897486044,13.162182299197111,22.379044113250398,Lemon
database_batch_1.tif,22.605597339203257,2.696794431528717,24.74670576116169,4.675893570795759,Lemon
database_batch_1.tif,36.60168502379471,0.32622513284621574,40.74867396737735,4.088688331672571,Lemon
database_batch_1.tif,42.55171263850025,0.9569270563488996,45.616878379409165,3.544979776928878,Lemon
database_batch_1.tif,40.92897783448965,6.459257630355072,43.25039012356037,8.829826929037573,Lemon
database_batch_1.tif,35.27194400384157,6.459257630355072,38.67517949558603,9.699760616627481,Lemon
database_batch_1.tif,33.266063482217355,12.331310021586955,36.75945090751796,15.44132295472088,Lemon
database_batch_1.tif,37.99903999391495,11.72235644027402,41.53750338599363,15.071601137495167,Lemon
