image_path,xmin,ymin,xmax,ymax,label
database_batch_HR_1.png,0.00156705930554864,0.0014591758691042762,0.03708707023131782,0.058367034764171044,Lemon
database_batch_HR_1.png,0.10499297347175887,8.640056783237283e-19,0.21468714422945645,0.051557547375017755,Lemon
database_batch_HR_1.png,0.286771852915401,0.0,0.39646611083491623,0.04085692433491968,Lemon
database_batch_HR_1.png,0.06216001912009606,0.17947863189982596,0.12327533203649302,0.23249535514394798,Lemon
database_batch_HR_1.png,0.1990165318046773,0.10846540627008451,0.35624481546139086,0.2524374253550397,Lemon
database_batch_HR_1.png,0.4001224760167528,0.11332932583376543,0.4795201474978839,0.19163843080902826,Lemon
database_batch_HR_1.png,0.5813790023585456,0.11381571779013352,0.6539860835156325,0.17364192842340886,Lemon
database_batch_HR_1.png,0.5181742770347504,0.29134878186448715,0.5970495954140319,0.3769537661852714,Lemon
database_batch_HR_1.png,0.6839923764922887,0.27059608890555326,0.7602559729432313,0.34209568839938426,Lemon
database_batch_HR_1.png,0.451312687769829,1.2960085174855929e-18,0.5260094089235045,0.029183481197528307,Lemon
database_batch_HR_1.png,0.1598400491659613,0.31177724403194695,0.2496847826840833,0.38716799726900125,Lemon
database_batch_HR_1.png,0.0,0.341108561213514,0.07418349245721925,0.4308365103077062,Lemon
database_batch_HR_1.png,0.10018581011074772,0.5113068006627002,0.1766635277525399,0.5882164587011007,Lemon
database_batch_HR_1.png,0.04435707623223946,0.7000203134421089,0.11854046234477783,0.7740814656272355,Lemon
database_batch_HR_1.png,0.21490238657343597,0.6886262900290125,0.31126431080209405,0.7933088801368355,Lemon
database_batch_HR_1.png,0.7143018827743388,0.6216864024770713,0.8152524700615043,0.7128385897818423,Lemon
database_batch_HR_1.png,0.4420412079695587,0.5006249037129223,0.5192837027877688,0.5689890441915005,Lemon
database_batch_HR_1.png,0.6248229531334419,0.4792611098133665,0.6898290131289653,0.5405039856587597,Lemon
database_batch_HR_1.png,0.7930739319453848,0.4550488100605366,0.8672573180579232,0.5212765711491594,Lemon
database_batch_HR_1.png,0.9911512206376263,0.44009415433084764,1.03397874251703,0.4835338685932776,Lemon
database_batch_HR_1.png,0.8825528615862817,0.26918380313440193,0.9422054813468795,0.3325630583697506,Lemon
database_batch_HR_1.png,1.043156068634045,0.2506685150881204,1.1058677971003148,0.30407799983700967,Lemon
database_batch_HR_1.png,0.9238508291128492,0.629519793573575,0.9835034488734471,0.6928990488089236,Lemon
database_batch_HR_1.png,0.5697589964313515,0.6857777841757384,0.6187047357220985,0.7277932455115314,Lemon
database_batch_HR_1.png,0.3953898002080654,0.6886262900290125,0.4466298710280662,0.732778130754761,Lemon
database_batch_HR_1.png,0.7670715079471754,0.08830368145149695,0.8397253397068778,0.15310718961348263,Lemon
database_batch_HR_1.png,1.2419981345027047,0.010681896949777857,1.3827171349636018,0.13387977510388246,Lemon
database_batch_HR_1.png,1.4438993090770358,0.03133356438601505,1.5479090050698732,0.11607661352091939,Lemon
database_batch_HR_1.png,1.3888353523749457,0.21150155960560157,1.4676074015459915,0.28912334410732066,Lemon
database_batch_HR_1.png,1.1968762810940472,0.21150155960560157,1.3123576347331534,0.3176084026400616,Lemon
database_batch_HR_1.png,1.1288111123928521,0.40377570470160296,1.24735157473763,0.5056097889561519,Lemon
database_batch_HR_1.png,1.2894143194406158,0.38383616372868434,1.4094843361382299,0.49350363907973693,Lemon
database_batch_HR_1.png,1.4683721787224095,0.3567753581225805,1.5800296464794261,0.4678670864002702,Lemon
database_batch_HR_1.png,1.5679630655064989,0.2081783198316422,1.6375577885605292,0.27084544860367227,Lemon
database_batch_HR_1.png,1.6216674859594222,0.01147315426064084,1.7057929753653938,0.09123131815231549,Lemon
database_batch_HR_1.png,1.8129468600121892,0.0,1.8810120287133845,0.059818649407661115,Lemon
